0.001249484	0.08600478	-0.06515709	-0.008257376	-0.02995796	0.03130458	0.072529055	-0.014277066	0.050103907	0.05756449	-0.060187574	-0.09692076	-0.0014533614	0.039928745	-0.002841088	-0.04007669
0.04036656	0.026428914	-0.11553658	-0.007871707	0.02489031	0.0024050907	0.04822892	-0.08569914	0.09254434	0.007347989	0.06538727	-0.06322266	0.00044403577	0.012163508	0.019828344	-0.014032715
-0.023962496	0.038699582	-0.073242076	0.0902838	-0.07319544	-0.03289238	-0.018417574	-0.06786267	0.09688201	0.008450742	-0.01888635	-0.08688072	-0.0047680573	-0.0063826847	0.03984876	0.035503183
-0.028392121	0.033864766	-0.061642148	0.059992794	-0.006715226	-0.025093663	0.14205733	-0.01271051	0.039434154	0.039514143	-0.02094833	-0.0017043946	0.0054529607	0.012687595	0.035867173	0.0072143762
-0.03154763	0.05641852	-0.08268855	0.041018814	0.021079602	0.018033657	0.09928302	-0.0488954	0.048783936	0.09009416	-0.01905149	-0.028062493	-0.03429028	-0.03392761	0.052887578	0.015839174
0.08090733	0.056254428	-0.101156905	0.023232795	-0.013689316	0.0070912247	0.046044815	0.0054334374	0.09201621	-0.012729906	0.007572909	-0.14114435	-0.01013996	0.039773855	0.030325744	0.06375209
-0.014409584	-0.0072356407	0.025050271	0.02872166	0.048324816	0.020547878	-0.017851032	-0.06730529	0.030277574	0.0529815	-0.02491916	-0.06668798	0.0012651808	0.027488833	-0.026618108	0.011791042
-0.01828252	-0.044009045	-0.08624154	-0.03171154	-0.0012534513	-0.018389478	0.04900175	-0.09527268	0.08895116	-0.03973698	-0.11224005	-0.053199396	0.027532218	-0.03966475	-0.00297724	0.008882746
-0.041066963	0.058593422	-0.04534884	0.0012155165	-0.077957004	-0.017310547	0.034816377	-0.11153917	0.03180652	0.018441018	0.009833832	-0.014884539	-0.004766524	0.08793706	0.043834455	0.053138673
0.04468845	-0.006062654	-0.088778354	-0.0011925315	-0.033886172	-0.02246744	0.08073751	-0.046516277	0.08915874	-0.014850855	0.016027154	-0.056992058	0.03142961	0.014692467	-0.026345784	-0.036046963
0.055324405	-0.0067926627	-0.0833772	0.060342286	0.006310913	0.055833947	0.09290919	-0.05411392	0.041165937	0.025068132	-0.008428768	-0.029838325	-0.0029237957	0.030666355	0.018805586	0.010133476
0.029058713	0.0075870026	-0.033025343	-0.009336326	0.021076733	0.0019668739	0.08845482	-0.011642335	0.08065776	0.020442814	0.023071775	-0.053855564	0.048898544	0.087141596	-0.062859744	-0.05942324
0.12470422	0.029268514	-0.033055816	0.11243212	0.05320646	0.032192204	0.056212444	0.05014994	0.043475438	-0.007938663	0.044406027	-0.026763827	-0.03841598	0.056005925	-0.046876445	0.04184213
0.05752655	-0.07585128	0.06469757	0.014943088	-0.023477621	0.0682768	-0.038426366	0.032311525	0.0631343	0.0860818	-0.07440563	-0.049208455	-0.007709499	-0.03260449	-0.03193593	-0.048530076
-0.06478539	-0.008201613	-0.104359515	0.10550498	-0.009230723	-0.014682566	0.2010324	0.016491968	0.079423815	-0.035751708	-0.00129577	-0.09430548	-0.06533808	0.037647054	0.009119783	0.0029760539
0.024339752	0.024673421	-0.060445696	0.07728704	0.0030378944	-0.006207869	-0.029748373	0.031270925	0.11823902	0.00826549	0.07787226	-0.07678685	-0.0046428624	0.009707475	0.01056981	-0.04938995
-0.009646129	0.04818628	-0.05008657	-0.0038081934	0.021274723	0.02721737	-0.00030918253	-0.0019596936	0.04512092	-0.037625466	0.047285248	0.019006236	0.0005464277	-0.07193436	0.028753286	0.051981915
0.051964056	-0.07498119	-0.0932984	-0.020399619	-0.015469024	-0.03452941	0.107243486	0.08450916	0.0870776	-0.010581878	0.038573552	-0.16424663	0.10371214	-0.09697595	0.011364701	0.09438554
0.041757233	0.11438057	-0.0034217844	-0.023061419	0.008681656	-0.03051328	0.117125615	0.015865369	-0.031090122	-0.073745176	-0.04671872	-0.011238782	0.0090568345	0.03355525	0.015545851	-0.035253357
0.0031788077	-0.0062605767	-0.07520567	-0.019359186	-0.017753176	-0.1560294	-0.039855886	-0.08451802	0.0076051033	0.06377135	-0.06332975	-0.16988608	-0.07581827	0.039312117	-0.04365658	0.023466267
0.001959474	0.029074151	-0.019149842	-0.051677395	0.018738814	-0.038920116	-0.024901101	0.000806865	0.06648484	-0.0020009233	-0.049011525	-0.019748481	-0.045647472	0.082256734	-0.022254705	-0.036289517
0.024925986	-0.072963275	-0.038473867	-0.017582115	-0.0027079596	-0.050604675	-0.051239666	0.06593514	0.0027407557	0.044123508	-0.05828084	-0.010879966	-0.09944872	0.17334022	0.05715506	-0.11996966
-0.11803827	0.13272566	-0.06621352	0.07944263	0.004320548	0.041330826	0.109852806	-0.06877462	0.0017399015	0.006467252	0.038206745	-0.13059804	-0.020527856	0.07000847	-0.029049674	0.020352686
